Fstat_Species	Anova_Species	AnovaAdj_Species
AMOTL2	0.631559843885251	0.539167503149018	1
AMPD1	6.06202936253602	0.0064944807765164	1
AMPD2	12.7054111423386	0.000118413915045169	1
AMPD3	44.0084743603797	2.27463799819178e-09	3.06643948536235e-05
AMPH	6.50416277098629	0.00478634421526635	1
AMT	7.3958969044336	0.00263733651144481	1
AMTN	6.06202936253602	0.0064944807765164	1
AMY2A	3.08273368450375	0.0616579830348474	1
AMY2B	12.5144318169093	0.000130930235764747	1
AMZ2	8.22044642282665	0.0015532936981823	1
ANAPC1	37.2584033440377	1.28552776596943e-08	0.000173301998130339
ANAPC10	0.216504640298682	0.806664349343517	1
ANAPC11	8.48783254958701	0.0013137904999661	1
ANAPC13	2.30869719000255	0.118011065706664	1
ANAPC15	1.63669749268616	0.212697320103092	1
ANAPC16	21.4041323505545	2.28579417256154e-06	0.0308147912403021
ANAPC2	29.1030854607922	1.45437187162815e-07	0.00196063872014191
ANAPC4	20.8700539171766	2.82784652198643e-06	0.0381221989628991
ANAPC5	30.2632237222104	1.00274367071017e-07	0.00135179874248438
ANGEL1	25.8734231890305	4.32736163845987e-07	0.00583371622480775
ANGEL2	10.2018462316274	0.000469800567956677	1
ANGPT1	3.99585434196358	0.0297425314005353	1
ANGPT2	2.7086536317144	0.0840643989311489	1
ANGPT4	4.13047627487868	0.0267956020613656	1
ANGPTL1	1.41529438933821	0.259697027100494	1
ANGPTL2	1.15864811146444	0.32850796103685	1
ANGPTL3	2.02165636381706	0.151317348403613	1
