Gene	Class
RGS3	Primate_Decel
RNF31	Primate_Decel
RNFT2	Primate_Decel
SCUBE2	Primate_Decel
SDR42E1	Primate_Decel
SEC23IP	Primate_Decel
SEC61A2	Primate_Decel
SETD7	Primate_Decel
SH3TC1	Primate_Decel
SHISA4	Primate_Decel
SHROOM1	Primate_Decel
SLC12A6	Primate_Decel
SLC25A35	Primate_Decel
SMAD9	Primate_Decel
SNX18	Primate_Decel
SOCS6	Primate_Decel
SP7	Primate_Decel
SPARC	Primate_Decel
SPHKAP	Primate_Decel
SPINK5	Primate_Decel
SPOCD1	Primate_Decel
SPP1	Primate_Decel
STAT5A	Primate_Decel
STRC	Primate_Decel
SULF2	Primate_Decel
SYBU	Primate_Decel
TANGO6	Primate_Decel
TBX15	Primate_Decel
TEP1	Primate_Decel
TET2	Primate_Decel
THNSL2	Primate_Decel
TMCO6	Primate_Decel
TMEM186	Primate_Decel
TMEM249	Primate_Decel
TMEM86A	Primate_Decel
TNK1	Primate_Decel
TNNC1	Primate_Decel
TP73	Primate_Decel
TRAF4	Primate_Decel
TRIM63	Primate_Decel
TRMT10B	Primate_Decel
TSPAN11	Primate_Decel
TSPAN15	Primate_Decel
TTC16	Primate_Decel
TTC31	Primate_Decel
UACA	Primate_Decel
UBOX5	Primate_Decel
URB2	Primate_Decel
USPL1	Primate_Decel
UTP20	Primate_Decel
VANGL2	Primate_Decel
VCPIP1	Primate_Decel
WRAP53	Primate_Decel
YTHDF3	Primate_Decel
ZBTB38	Primate_Decel
ZBTB49	Primate_Decel
ZCCHC14	Primate_Decel
ZDBF2	Primate_Decel
ZFHX4	Primate_Decel
ZNF114	Primate_Decel
ZNF16	Primate_Decel
ZNF177	Primate_Decel
ZNF181	Primate_Decel
ZNF19	Primate_Decel
ZNF227	Primate_Decel
ZNF268	Primate_Decel
ZNF28	Primate_Decel
ZNF350	Primate_Decel
ZNF414	Primate_Decel
ZNF429	Primate_Decel
ZNF445	Primate_Decel
ZNF45	Primate_Decel
ZNF468	Primate_Decel
ZNF555	Primate_Decel
ZNF595	Primate_Decel
ZNF621	Primate_Decel
ZNF644	Primate_Decel
ZNF691	Primate_Decel
ZNF790	Primate_Decel
ZNF804B	Primate_Decel
ZNF813	Primate_Decel
ZNF836	Primate_Decel
ZNF92	Primate_Decel
