Gene	Class
TPM2	Hsap_UpReg
TPM4	Hsap_UpReg
TPMT	Hsap_UpReg
TRAF3IP1	Hsap_UpReg
TRIM24	Hsap_UpReg
TRIM44	Hsap_UpReg
TRIP4	Hsap_UpReg
TRPM3	Hsap_UpReg
TRUB1	Hsap_UpReg
TTC1	Hsap_UpReg
TUBGCP5	Hsap_UpReg
TXLNA	Hsap_UpReg
TXNDC9	Hsap_UpReg
UBE2E2	Hsap_UpReg
UBE2K	Hsap_UpReg
UBTF	Hsap_UpReg
UBXN4	Hsap_UpReg
UPF2	Hsap_UpReg
UPF3A	Hsap_UpReg
USP37	Hsap_UpReg
UTP23	Hsap_UpReg
UVRAG	Hsap_UpReg
VRK2	Hsap_UpReg
WDR43	Hsap_UpReg
WDR70	Hsap_UpReg
WWOX	Hsap_UpReg
XPA	Hsap_UpReg
XPC	Hsap_UpReg
YAP1	Hsap_UpReg
YTHDC1	Hsap_UpReg
ZC3H15	Hsap_UpReg
ZC3H18	Hsap_UpReg
ZEB1	Hsap_UpReg
ZFR	Hsap_UpReg
ZMAT2	Hsap_UpReg
ZNF24	Hsap_UpReg
ZNF276	Hsap_UpReg
ZNF552	Hsap_UpReg
ZNF649	Hsap_UpReg
ZRANB1	Hsap_UpReg
ABCC10	Hsap_DownReg
ABHD6	Hsap_DownReg
ACADSB	Hsap_DownReg
AGO1	Hsap_DownReg
AGPAT5	Hsap_DownReg
AMBRA1	Hsap_DownReg
ANK3	Hsap_DownReg
ANKAR	Hsap_DownReg
ARHGAP33	Hsap_DownReg
ARHGAP35	Hsap_DownReg
ARID1B	Hsap_DownReg
ARID2	Hsap_DownReg
ATAT1	Hsap_DownReg
B4GALT3	Hsap_DownReg
BACH2	Hsap_DownReg
BOP1	Hsap_DownReg
BTBD3	Hsap_DownReg
C6orf136	Hsap_DownReg
CARD8	Hsap_DownReg
CARM1	Hsap_DownReg
CD46	Hsap_DownReg
CLDN11	Hsap_DownReg
COBL	Hsap_DownReg
CPPED1	Hsap_DownReg
CPSF4	Hsap_DownReg
CSAD	Hsap_DownReg
CSF1	Hsap_DownReg
DDX24	Hsap_DownReg
DDX39B	Hsap_DownReg
DHFR	Hsap_DownReg
DLC1	Hsap_DownReg
DMWD	Hsap_DownReg
DNMBP	Hsap_DownReg
DPH1	Hsap_DownReg
DTHD1	Hsap_DownReg
DVL3	Hsap_DownReg
EFS	Hsap_DownReg
EIF2B1	Hsap_DownReg
ELMO2	Hsap_DownReg
EXT2	Hsap_DownReg
