Gene	Class
DDX17	OLIG2
DENND4B	OLIG2
DGKH	OLIG2
DGKZ	OLIG2
DHX36	OLIG2
DOCK10	OLIG2
DPYSL5	OLIG2
DSC3	OLIG2
DUSP7	OLIG2
E4F1	OLIG2
EDARADD	OLIG2
EFNA1	OLIG2
EHD2	OLIG2
ELOVL1	OLIG2
ENDOG	OLIG2
ENDOU	OLIG2
ENPP2	OLIG2
EPN1	OLIG2
ERCC6	OLIG2
ERLEC1	OLIG2
ERMAP	OLIG2
EXO5	OLIG2
EXTL2	OLIG2
EYA1	OLIG2
FADS1	OLIG2
FAIM	OLIG2
FAIM2	OLIG2
FAM171A1	OLIG2
FAM53C	OLIG2
FANCE	OLIG2
FANCG	OLIG2
FANCM	OLIG2
FARP2	OLIG2
FAT4	OLIG2
FLNB	OLIG2
FLRT1	OLIG2
FOXJ2	OLIG2
FRMD5	OLIG2
FRS3	OLIG2
FUS	OLIG2
FYCO1	OLIG2
GAPVD1	OLIG2
GATM	OLIG2
GNAZ	OLIG2
GORASP1	OLIG2
GPR89A	OLIG2
GRB10	OLIG2
GRIP1	OLIG2
GZF1	OLIG2
HDAC5	OLIG2
HEXB	OLIG2
HSPA14	OLIG2
IGSF10	OLIG2
IGSF8	OLIG2
ILK	OLIG2
INPP5F	OLIG2
INTS10	OLIG2
INTS6	OLIG2
IQCC	OLIG2
IQSEC1	OLIG2
ISOC1	OLIG2
ITFG2	OLIG2
JMJD8	OLIG2
KAT6A	OLIG2
KDM2A	OLIG2
KIAA1522	OLIG2
KIF21B	OLIG2
KIFC3	OLIG2
KLF11	OLIG2
KLHDC1	OLIG2
KLK6	OLIG2
KLKB1	OLIG2
LAMB2	OLIG2
LAMC3	OLIG2
LANCL1	OLIG2
LETM2	OLIG2
LETMD1	OLIG2
LIPE	OLIG2
LMCD1	OLIG2
LOXL3	OLIG2
MAB21L3	OLIG2
MAP3K4	OLIG2
MAP3K6	OLIG2
MAPRE2	OLIG2
MARCH8	OLIG2
MAST3	OLIG2
MBTD1	OLIG2
MED23	OLIG2
MED27	OLIG2
MED28	OLIG2
MED8	OLIG2
MEGF8	OLIG2
MEIS2	OLIG2
MEPCE	OLIG2
METTL16	OLIG2
METTL4	OLIG2
MGAT3	OLIG2
MLPH	OLIG2
MON1A	OLIG2
MRPL39	OLIG2
MTIF2	OLIG2
MTMR6	OLIG2
MUSK	OLIG2
MYH7B	OLIG2
N4BP1	OLIG2
NACAD	OLIG2
NAPEPLD	OLIG2
NEK8	OLIG2
NEK9	OLIG2
NEU1	OLIG2
NEU4	OLIG2
NEURL4	OLIG2
NFKBIZ	OLIG2
NOC4L	OLIG2
NRXN2	OLIG2
PAK4	OLIG2
PASK	OLIG2
PC	OLIG2
PCDH1	OLIG2
PCDH17	OLIG2
PDE4B	OLIG2
PEA15	OLIG2
PEX16	OLIG2
PGAM2	OLIG2
PGBD1	OLIG2
PIGP	OLIG2
PIGT	OLIG2
PIK3C2B	OLIG2
PLEKHG3	OLIG2
PLEKHM2	OLIG2
PLIN3	OLIG2
PLLP	OLIG2
PLXNB1	OLIG2
PMM1	OLIG2
POMK	OLIG2
POU6F1	OLIG2
PPIB	OLIG2
PPM1K	OLIG2
PPP1R16B	OLIG2
PRIMA1	OLIG2
PRKAG1	OLIG2
PRKCQ	OLIG2
PRSS55	OLIG2
PSMB4	OLIG2
PSMC5	OLIG2
PTPN23	OLIG2
PTPRK	OLIG2
PUS10	OLIG2
PUS7L	OLIG2
RAD9A	OLIG2
RALGPS1	OLIG2
RALY	OLIG2
RALYL	OLIG2
RBM26	OLIG2
RBM38	OLIG2
RCCD1	OLIG2
RCVRN	OLIG2
RELL2	OLIG2
RETSAT	OLIG2
RFXANK	OLIG2
RGMA	OLIG2
RHPN2	OLIG2
RNPEPL1	OLIG2
ROGDI	OLIG2
RPS6KC1	OLIG2
RTEL1	OLIG2
RTTN	OLIG2
SAMD8	OLIG2
SCARB2	OLIG2
SCRN2	OLIG2
SDK2	OLIG2
SEC14L1	OLIG2
SETD2	OLIG2
SH3RF3	OLIG2
SH3TC1	OLIG2
SH3TC2	OLIG2
SIK3	OLIG2
SKIV2L	OLIG2
SLAIN1	OLIG2
SLAMF9	OLIG2
SLC12A4	OLIG2
SLC22A23	OLIG2
SLC25A1	OLIG2
SLC25A13	OLIG2
SLC25A38	OLIG2
SLC2A10	OLIG2
SLC35F6	OLIG2
SLC8A2	OLIG2
SLC9A9	OLIG2
SLFN13	OLIG2
SMG7	OLIG2
SNX33	OLIG2
SPAST	OLIG2
SPOCK3	OLIG2
ST3GAL6	OLIG2
ST5	OLIG2
ST7L	OLIG2
STEAP2	OLIG2
STIM1	OLIG2
STK38L	OLIG2
SUCO	OLIG2
SURF2	OLIG2
SWT1	OLIG2
SYNE1	OLIG2
TANGO6	OLIG2
TBC1D23	OLIG2
TBL1XR1	OLIG2
TCF3	OLIG2
TECPR2	OLIG2
TECR	OLIG2
THSD7A	OLIG2
THSD7B	OLIG2
TMBIM1	OLIG2
TMC6	OLIG2
TMC7	OLIG2
TMEM106C	OLIG2
TMEM125	OLIG2
TMEM134	OLIG2
TMEM143	OLIG2
TMEM246	OLIG2
TMTC1	OLIG2
TNS3	OLIG2
TOMM22	OLIG2
